mode,timestamp,gps.latitude,gps.longitude.fix,gps.altitude,gps.longitude.raw,chassis_gps.gps_valid,chassis_gps.is_gps_fault,chassis_gps.gps_speed,speed_mps,fuel_range_m,throttle_percentage,brake_percentage,steering_percentage,steering_torque_nm,parking_brake,error_code,gear_location
chassis,1684742460042392096,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.991666793823242,0,16.48432159423828,23.27458572387696,-0.4468085169792175,-0.6875,0.0,0,1
chassis,1684742460052839359,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.961111068725586,0,16.43549156188965,23.242542266845703,-0.4468085169792175,-0.6875,0.0,0,1
chassis,1684742460062337232,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.961111068725586,0,16.43549156188965,23.242542266845703,-0.4468085169792175,-0.6875,0.0,0,1
chassis,1684742460072316664,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.938889026641846,0,16.632333755493164,23.266956329345703,-0.4468085169792175,-0.6875,0.0,0,1
chassis,1684742460082376679,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.938889026641846,0,16.632333755493164,23.266956329345703,-0.4468085169792175,-0.6875,0.0,0,1
chassis,1684742460092286628,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.919444561004639,0,16.46906280517578,23.353933334350582,-0.4680851101875305,-0.6875,0.0,0,1
chassis,1684742460102351056,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.919444561004639,0,16.46906280517578,23.353933334350582,-0.4680851101875305,-0.6875,0.0,0,1
chassis,1684742460112322712,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.900000095367432,0,16.566720962524414,23.276111602783203,-0.4680851101875305,-0.75,0.0,0,1
chassis,1684742460122287226,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.900000095367432,0,16.566720962524414,23.276111602783203,-0.4680851101875305,-0.75,0.0,0,1
chassis,1684742460132360605,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.900000095367432,0,16.566720962524414,23.251697540283203,-0.4680851101875305,-0.75,0.0,0,1
chassis,1684742460142370089,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.877777576446533,0,16.54993438720703,23.251697540283203,-0.4893617033958435,-0.75,0.0,0,1
chassis,1684742460152328689,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.877777576446533,0,16.54993438720703,23.251697540283203,-0.4893617033958435,-0.75,0.0,0,1
chassis,1684742460164308079,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.855555534362793,0,16.50110626220703,23.248645782470703,-0.4893617033958435,-0.75,0.0,0,1
chassis,1684742460172339290,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.855555534362793,0,16.583505630493164,23.302051544189453,-0.4893617033958435,-0.75,0.0,0,1
chassis,1684742460182275663,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.836111068725586,0,16.583505630493164,23.302051544189453,-0.5106382966041565,-0.8125,0.0,0,1
chassis,1684742460192335116,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.836111068725586,0,16.583505630493164,23.302051544189453,-0.5106382966041565,-0.8125,0.0,0,1
chassis,1684742460202321529,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.816666603088379,0,16.46906280517578,23.41039085388184,-0.5319148898124695,-0.8125,0.0,0,1
chassis,1684742460212411567,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.816666603088379,0,16.46906280517578,23.41039085388184,-0.5319148898124695,-0.8125,0.0,0,1
chassis,1684742460222329873,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.797222137451172,0,16.51789093017578,23.295948028564453,-0.5531914830207825,-0.8125,0.0,0,1
chassis,1684742460232420428,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.797222137451172,0,16.51789093017578,23.295948028564453,-0.5531914830207825,-0.8125,0.0,0,1
chassis,1684742460242343726,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.777777671813965,0,16.632333755493164,23.395132064819336,-0.5744680762290955,-0.75,0.0,0,1
chassis,1684742460252387897,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.777777671813965,0,16.632333755493164,23.395132064819336,-0.5744680762290955,-0.75,0.0,0,1
chassis,1684742460262335753,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.752777576446533,0,16.43549156188965,23.34935569763184,-0.5957446694374084,-0.75,0.0,0,1
chassis,1684742460272360364,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.752777576446533,0,16.43549156188965,23.34935569763184,-0.5957446694374084,-0.75,0.0,0,1
chassis,1684742460282367405,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.752777576446533,0,16.615549087524414,23.33714866638184,-0.5957446694374084,-0.75,0.0,0,1
chassis,1684742460292331148,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.722222328186035,0,16.615549087524414,23.33714866638184,-0.6170212626457214,-0.75,0.0,0,1
chassis,1684742460302310345,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.699999809265137,0,16.48432159423828,23.29899978637696,-0.6382978558540344,-0.75,0.0,0,1
chassis,1684742460312327699,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.699999809265137,0,16.48432159423828,23.29899978637696,-0.6382978558540344,-0.75,0.0,0,1
chassis,1684742460322329711,38.008806333333325,113.62948,0.0,113.62948,1.0,0.0,0.0,7.699999809265137,0,16.37140464782715,23.41649436950684,-0.6382978558540344,-0.75,0.0,0,1
