mode,timestamp,gps.latitude,gps.longitude.fix,gps.altitude,gps.longitude.raw,chassis_gps.gps_valid,chassis_gps.is_gps_fault,chassis_gps.gps_speed,speed_mps,fuel_range_m,throttle_percentage,brake_percentage,steering_percentage,steering_torque_nm,parking_brake,error_code,gear_location
chassis,1684826819048032372,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.186110973358154,0,18.896772384643555,14.195467948913574,1.7021276950836182,0.875,0.0,0,1
chassis,1684826819057896273,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.188889026641846,0,18.913557052612305,14.23361587524414,1.7659574747085571,0.875,0.0,0,1
chassis,1684826819067925687,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.188889026641846,0,18.913557052612305,14.23361587524414,1.7659574747085571,0.875,0.0,0,1
chassis,1684826819077932147,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.191666603088379,0,18.864728927612305,14.23514175415039,1.78723406791687,0.8125,0.0,0,1
chassis,1684826819087945225,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.191666603088379,0,18.864728927612305,14.23514175415039,1.78723406791687,0.8125,0.0,0,1
chassis,1684826819098074893,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.191666603088379,0,18.831159591674805,14.213778495788574,1.78723406791687,0.8125,0.0,0,1
chassis,1684826819107853943,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.197222232818604,0,18.831159591674805,14.213778495788574,1.808510661125183,0.75,0.0,0,1
chassis,1684826819117834067,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.199999809265137,0,18.716716766357425,14.26108169555664,1.78723406791687,0.375,0.0,0,1
chassis,1684826819127939469,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.199999809265137,0,18.716716766357425,14.26108169555664,1.78723406791687,0.375,0.0,0,1
chassis,1684826819137983298,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.199999809265137,0,18.68467140197754,14.283970832824709,1.78723406791687,0.375,0.0,0,1
chassis,1684826819147938282,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.202777862548828,0,18.68467140197754,14.283970832824709,1.744680881500244,0.25,0.0,0,1
chassis,1684826819157979056,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.202777862548828,0,18.57023048400879,14.186312675476074,1.744680881500244,0.25,0.0,0,1
chassis,1684826819167934669,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.208333492279053,0,18.57023048400879,14.186312675476074,1.7021276950836182,0.0625,0.0,0,1
chassis,1684826819177964013,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.208333492279053,0,18.52140045166016,14.311436653137209,1.7021276950836182,0.0625,0.0,0,1
chassis,1684826819187908080,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.52140045166016,14.311436653137209,1.6382979154586792,-0.0625,0.0,0,1
chassis,1684826819197889495,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.457313537597656,14.187838554382324,1.6382979154586792,-0.0625,0.0,0,1
chassis,1684826819207929677,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.457313537597656,14.187838554382324,1.5957447290420532,-0.125,0.0,0,1
chassis,1684826819217942480,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.457313537597656,14.187838554382324,1.5957447290420532,-0.125,0.0,0,1
chassis,1684826819227908554,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.457313537597656,14.23971939086914,1.5531915426254272,-0.25,0.0,0,1
chassis,1684826819237854742,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.211111068725586,0,18.457313537597656,14.23971939086914,1.5531915426254272,-0.25,0.0,0,1
chassis,1684826819248081571,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.47257232666016,14.187838554382324,1.4893616437911987,-0.25,0.0,0,1
chassis,1684826819257960948,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.47257232666016,14.187838554382324,1.4893616437911987,-0.25,0.0,0,1
chassis,1684826819267941323,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.31082534790039,14.23666763305664,1.4893616437911987,-0.25,0.0,0,1
chassis,1684826819277870351,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.31082534790039,14.23666763305664,1.4255318641662598,-0.375,0.0,0,1
chassis,1684826819287899097,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.29404067993164,14.24277114868164,1.4255318641662598,-0.375,0.0,0,1
chassis,1684826819298017620,38.00865633333333,113.62906833333332,0.0,113.62906833333332,1.0,0.0,0.0,5.213889122009277,0,18.29404067993164,14.24277114868164,1.3617020845413208,-0.25,0.0,0,1
