condition,start_time,finish_time,start_timestamp,finish_timestamp,duration
Baseline,2023-05-22 15:50:36.737000,2023-05-22 15:51:36.737000,1.684741836e+18,1.684741896e+18,60.0
EAS,2023-05-22 15:57:05.794758,2023-05-22 15:57:27.825037,1.6847422257947576e+18,1.6847422478250363e+18,22.030279
EMS,2023-05-22 15:57:59.825029,2023-05-22 15:58:15.914971,1.6847422798250294e+18,1.6847422959149706e+18,16.089942
UT,2023-05-22 15:59:10.918903,2023-05-22 16:00:31.006088,1.6847423509189033e+18,1.6847424310060882e+18,80.087185
SD,2023-05-22 16:00:31.006088,2023-05-22 16:01:00.042392,1.6847424310060882e+18,1.684742460042392e+18,29.036304
RT-P1,2023-05-22 16:01:00.042392,2023-05-22 16:01:17.066673,1.684742460042392e+18,1.6847424770666732e+18,17.024281
RT-P2,2023-05-22 16:01:43.107274,2023-05-22 16:02:05.115016,1.6847425031072737e+18,1.6847425251150154e+18,22.007742
LT-1,2023-05-22 16:02:40.146870,2023-05-22 16:02:54.171186,1.6847425601468703e+18,1.684742574171186e+18,14.024316
LT-2,2023-05-22 16:03:06.173121,2023-05-22 16:03:20.188233,1.6847425861731213e+18,1.6847426001882332e+18,14.015112
RT-1,2023-05-22 16:04:03.247685,2023-05-22 16:04:17.283661,1.6847426432476846e+18,1.6847426572836608e+18,14.035976
RT-2,2023-05-22 16:04:28.273755,2023-05-22 16:04:38.283667,1.684742668273755e+18,1.6847426782836672e+18,10.009912
RT-3,2023-05-22 16:05:13.333393,2023-05-22 16:05:26.355469,1.684742713333393e+18,1.6847427263554696e+18,13.022076
RT-4,2023-05-22 16:05:40.365518,2023-05-22 16:05:54.382345,1.6847427403655176e+18,1.684742754382345e+18,14.016827
LT-3,2023-05-22 16:06:38.426649,2023-05-22 16:06:56.446687,1.6847427984266488e+18,1.6847428164466872e+18,18.020038
