mode,timestamp,gps.latitude,gps.longitude.fix,gps.altitude,gps.longitude.raw,chassis_gps.gps_valid,chassis_gps.is_gps_fault,chassis_gps.gps_speed,speed_mps,fuel_range_m,throttle_percentage,brake_percentage,steering_percentage,steering_torque_nm,parking_brake,error_code,gear_location
chassis,1683447142037006433,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.56944465637207,0,16.4034481048584,23.822385787963867,0.4893617033958435,-0.25,0.0,0,1
chassis,1683447142047810451,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.56944465637207,0,16.84290885925293,23.820859909057617,0.4893617033958435,-0.25,0.0,0,1
chassis,1683447142056943229,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.544444561004639,0,16.84290885925293,23.820859909057617,0.5319148898124695,-0.375,0.0,0,1
chassis,1683447142066931231,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.544444561004639,0,16.84290885925293,23.820859909057617,0.5319148898124695,-0.375,0.0,0,1
chassis,1683447142076929208,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.544444561004639,0,17.152666091918945,23.77050399780273,0.5319148898124695,-0.375,0.0,0,1
chassis,1683447142087000531,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.5,0,17.152666091918945,23.77050399780273,0.5319148898124695,-0.5,0.0,0,1
chassis,1683447142097029749,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.488888740539551,0,17.39681053161621,23.865110397338867,0.4893617033958435,-0.75,0.0,0,1
chassis,1683447142107004867,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.488888740539551,0,17.39681053161621,23.865110397338867,0.4893617033958435,-0.75,0.0,0,1
chassis,1683447142117007884,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.488888740539551,0,17.445640563964844,23.714046478271484,0.4893617033958435,-0.75,0.0,0,1
chassis,1683447142127031302,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.447222232818604,0,17.445640563964844,23.714046478271484,0.4255319237709045,-0.875,0.0,0,1
chassis,1683447142136983133,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.447222232818604,0,17.43037986755371,23.82391166687012,0.4255319237709045,-0.875,0.0,0,1
chassis,1683447142147042849,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.425000190734863,0,17.43037986755371,23.82391166687012,0.3617021143436432,-1.0,0.0,0,1
chassis,1683447142157005213,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.425000190734863,0,17.201496124267578,23.802547454833984,0.3617021143436432,-1.0,0.0,0,1
chassis,1683447142166988207,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.402777671813965,0,17.201496124267578,23.802547454833984,0.2978723347187042,-1.0625,0.0,0,1
chassis,1683447142176990059,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.402777671813965,0,17.201496124267578,23.802547454833984,0.2978723347187042,-1.0625,0.0,0,1
chassis,1683447142187022731,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.377777576446533,0,16.990921020507812,23.875791549682617,0.2765957415103912,-1.0,0.0,0,1
chassis,1683447142196982258,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.377777576446533,0,16.778820037841797,23.698787689208984,0.2765957415103912,-1.0,0.0,0,1
chassis,1683447142206936668,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.35277795791626,0,16.778820037841797,23.698787689208984,0.2553191483020782,-1.0625,0.0,0,1
chassis,1683447142216995508,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.35277795791626,0,16.598764419555664,23.880369186401367,0.2553191483020782,-1.0625,0.0,0,1
chassis,1683447142227008930,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.327777862548828,0,16.598764419555664,23.880369186401367,0.2553191483020782,-0.9375,0.0,0,1
chassis,1683447142236950644,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.327777862548828,0,16.598764419555664,23.880369186401367,0.2553191483020782,-0.9375,0.0,0,1
chassis,1683447142247050051,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.308333396911621,0,16.51789093017578,23.865110397338867,0.2127659618854522,-0.9375,0.0,0,1
chassis,1683447142257000605,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.308333396911621,0,16.4370174407959,23.80712509155273,0.2127659618854522,-0.9375,0.0,0,1
chassis,1683447142266988357,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.308333396911621,0,16.4370174407959,23.80712509155273,0.2127659618854522,-0.9375,0.0,0,1
chassis,1683447142277032520,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.291666507720947,0,16.4370174407959,23.80712509155273,0.1914893686771392,-0.9375,0.0,0,1
chassis,1683447142287018772,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.291666507720947,0,16.32257652282715,23.723201751708984,0.1914893686771392,-0.9375,0.0,0,1
chassis,1683447142296967850,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.258333206176758,0,16.32257652282715,23.723201751708984,0.1276595741510391,-0.9375,0.0,0,1
chassis,1683447142307021309,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.258333206176758,0,16.4034481048584,23.791866302490234,0.1276595741510391,-0.9375,0.0,0,1
chassis,1683447142316983472,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.22777795791626,0,16.4034481048584,23.791866302490234,0.0851063802838325,-0.875,0.0,0,1
chassis,1683447142326980868,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.22777795791626,0,16.583505630493164,23.785762786865234,0.0851063802838325,-0.875,0.0,0,1
chassis,1683447142337020763,38.00837966666666,113.62626,0.0,113.62626,1.0,0.0,0.0,4.208333492279053,0,16.583505630493164,23.785762786865234,0.0212765950709581,-0.8125,0.0,0,1
