1686036090.000000,timestamp
0.000000,1686036090.0
0.840149,1686036090.25
1.187489,1686036090.5
1.625562,1686036090.75
1.706346,1686036091.0
1.715311,1686036091.25
1.722995,1686036091.5
1.729399,1686036091.75
1.737083,1686036092.0
1.740925,1686036092.25
1.746048,1686036092.5
1.749890,1686036092.75
1.753733,1686036093.0
1.766540,1686036093.25
1.789593,1686036093.5
1.810084,1686036093.75
1.830575,1686036094.0
1.852347,1686036094.25
1.874120,1686036094.5
1.917664,1686036094.75
1.974015,1686036095.0
2.010075,1686036095.25
2.020320,1686036095.5
2.072829,1686036095.75
2.103567,1686036096.0
2.129181,1686036096.25
2.136865,1686036096.5
2.133023,1686036096.75
2.124058,1686036097.0
2.117655,1686036097.25
2.104847,1686036097.5
2.089479,1686036097.75
2.072829,1686036098.0
2.051057,1686036098.25
2.044654,1686036098.5
2.012636,1686036098.75
1.998548,1686036099.0
2.004952,1686036099.25
2.043373,1686036099.5
2.039531,1686036099.75
2.039531,1686036100.0
2.024163,1686036100.25
2.016478,1686036100.5
2.045935,1686036100.75
2.056180,1686036101.0
2.058742,1686036101.25
2.065145,1686036101.5
2.077952,1686036101.75
2.086917,1686036102.0
2.086917,1686036102.25
2.081795,1686036102.5
2.068987,1686036102.75
2.086917,1686036103.0
2.068987,1686036103.25
2.066426,1686036103.5
2.067707,1686036103.75
2.081795,1686036104.0
1.814125,1686036104.25
1.792353,1686036104.5
1.796195,1686036104.75
1.800038,1686036105.0
1.788511,1686036105.25
1.792353,1686036105.5
1.751370,1686036105.75
1.971653,1686036106.0
1.983180,1686036106.25
2.016478,1686036106.5
2.025443,1686036106.75
2.044654,1686036107.0
2.060022,1686036107.25
2.070268,1686036107.5
2.081795,1686036107.75
2.104847,1686036108.0
2.111251,1686036108.25
2.181690,1686036108.5
2.203462,1686036108.75
2.200901,1686036109.0
2.212427,1686036109.25
2.206024,1686036109.5
2.218831,1686036109.75
2.227796,1686036110.0
2.179129,1686036110.25
2.157357,1686036110.5
2.195778,1686036110.75
2.214989,1686036111.0
2.231638,1686036111.25
2.247007,1686036111.5
2.182971,1686036111.75
2.176567,1686036112.0
2.335376,1686036112.25
2.353306,1686036112.5
2.371236,1686036112.75
2.261095,1686036113.0
2.167602,1686036113.25
2.165041,1686036113.5
2.109970,1686036113.75
1.976776,1686036114.0
1.938355,1686036114.25
1.897372,1686036114.5
1.757774,1686036114.75
1.579755,1686036115.0
1.573351,1686036115.25
1.572070,1686036115.5
1.578474,1686036115.75
1.684773,1686036116.0
1.623299,1686036116.25
1.614334,1686036116.5
1.611773,1686036116.75
1.611773,1686036117.0
1.615615,1686036117.25
